timestamp_local,aqi,co,datetime,no2,o3,pm10,pm25,so2,timestamp_utc,ts
12/31/2022 0:00,164,299.2,2022-12-30:17,30,28.7,82.5,66,99.3,2022-12-30T17:00:00,1672419600
12/30/2022 23:00,172,314.8,2022-12-30:16,32,29.3,90,72,105.7,2022-12-30T16:00:00,1672416000
12/30/2022 22:00,169,330.3,2022-12-30:15,34,30,87.5,70,112,2022-12-30T15:00:00,1672412400
12/30/2022 21:00,184,321,2022-12-30:14,35.3,32,101.3,81,112.3,2022-12-30T14:00:00,1672408800
12/30/2022 20:00,200,311.6,2022-12-30:13,36.7,34,116.3,93,112.7,2022-12-30T13:00:00,1672405200
12/30/2022 19:00,173,302.3,2022-12-30:12,38,36,91.3,73,113,2022-12-30T12:00:00,1672401600
12/30/2022 18:00,157,281.9,2022-12-30:11,33.3,50.7,76.3,61,111,2022-12-30T11:00:00,1672398000
12/30/2022 17:00,155,261.5,2022-12-30:10,28.7,65.3,73.8,59,109,2022-12-30T10:00:00,1672394400
12/30/2022 16:00,126,241,2022-12-30:09,24,80,56.3,45,107,2022-12-30T09:00:00,1672390800
12/30/2022 15:00,104,226.2,2022-12-30:08,21.3,77.7,46.3,37,100.3,2022-12-30T08:00:00,1672387200
12/30/2022 14:00,98,211.5,2022-12-30:07,18.7,75.3,42.5,34,93.7,2022-12-30T07:00:00,1672383600
12/30/2022 13:00,104,196.7,2022-12-30:06,16,73,46.3,37,87,2022-12-30T06:00:00,1672380000
12/30/2022 12:00,95,178.8,2022-12-30:05,12.7,70,41.3,33,70.3,2022-12-30T05:00:00,1672376400
12/30/2022 11:00,91,160.9,2022-12-30:04,9.3,67,38.8,31,53.7,2022-12-30T04:00:00,1672372800
12/30/2022 10:00,89,143,2022-12-30:03,6,64,37.5,30,37,2022-12-30T03:00:00,1672369200
12/30/2022 9:00,87,142.6,2022-12-30:02,5.7,62.3,38,29,35,2022-12-30T02:00:00,1672365600
12/30/2022 8:00,85,142.2,2022-12-30:01,5.3,60.7,38.5,28,33,2022-12-30T01:00:00,1672362000
12/30/2022 7:00,82,141.8,2022-12-30:00,5,59,39,27,31,2022-12-30T00:00:00,1672358400
12/30/2022 6:00,85,144,2022-12-29:23,5,58.3,38.9,28.33,32.7,2022-12-29T23:00:00,1672354800
12/30/2022 5:00,87,146.1,2022-12-29:22,5,57.7,36.3,29,34.3,2022-12-29T22:00:00,1672351200
12/30/2022 4:00,91,148.2,2022-12-29:21,5,57,38.8,31,36,2022-12-29T21:00:00,1672347600
12/30/2022 3:00,145,151.2,2022-12-29:20,5.3,56.3,65,52,37.7,2022-12-29T20:00:00,1672344000
12/30/2022 2:00,123,154.1,2022-12-29:19,5.7,55.7,55,44,39.3,2022-12-29T19:00:00,1672340400
12/30/2022 1:00,129,157,2022-12-29:18,6,55,57.5,46,41,2022-12-29T18:00:00,1672336800
12/30/2022 0:00,121,163.6,2022-12-29:17,6.7,55.3,53.8,43,41.7,2022-12-29T17:00:00,1672333200
12/29/2022 23:00,121,170.2,2022-12-29:16,7.3,55.7,53.8,43,42.3,2022-12-29T16:00:00,1672329600
12/29/2022 22:00,129,176.8,2022-12-29:15,8,56,57.5,46,43,2022-12-29T15:00:00,1672326000
12/29/2022 21:00,129,196.1,2022-12-29:14,10,57,57.5,46,50.7,2022-12-29T14:00:00,1672322400
12/29/2022 20:00,107,215.3,2022-12-29:13,12,58,47.5,38,58.3,2022-12-29T13:00:00,1672318800
12/29/2022 19:00,118,234.6,2022-12-29:12,14,59,52.5,42,66,2022-12-29T12:00:00,1672315200
12/29/2022 18:00,102,238.3,2022-12-29:11,16,69.7,45,36,80,2022-12-29T11:00:00,1672311600
12/29/2022 17:00,126,242,2022-12-29:10,18,80.3,56.3,45,94,2022-12-29T10:00:00,1672308000
12/29/2022 16:00,107,245.7,2022-12-29:09,20,91,47.5,38,108,2022-12-29T09:00:00,1672304400
12/29/2022 15:00,104,234,2022-12-29:08,18.3,88,46.3,37,105.3,2022-12-29T08:00:00,1672300800
12/29/2022 14:00,98,222.4,2022-12-29:07,16.7,85,42.5,34,102.7,2022-12-29T07:00:00,1672297200
12/29/2022 13:00,110,210.7,2022-12-29:06,15,82,48.8,39,100,2022-12-29T06:00:00,1672293600
12/29/2022 12:00,104,196.5,2022-12-29:05,12,76.7,46.3,37,84.7,2022-12-29T05:00:00,1672290000
12/29/2022 11:00,100,182.3,2022-12-29:04,9,71.3,43.8,35,69.3,2022-12-29T04:00:00,1672286400
12/29/2022 10:00,95,168.1,2022-12-29:03,6,66,41.3,33,54,2022-12-29T03:00:00,1672282800
12/29/2022 9:00,107,172.7,2022-12-29:02,6,64,47.5,38,50.3,2022-12-29T02:00:00,1672279200
12/29/2022 8:00,121,177.4,2022-12-29:01,6,62,53.8,43,46.7,2022-12-29T01:00:00,1672275600
12/29/2022 7:00,118,182.1,2022-12-29:00,6,60,52.5,42,43,2022-12-29T00:00:00,1672272000
12/29/2022 6:00,102,184.2,2022-12-28:23,5.7,61,45,36,42,2022-12-28T23:00:00,1672268400
12/29/2022 5:00,107,186.4,2022-12-28:22,5.3,62,47.5,38,41,2022-12-28T22:00:00,1672264800
12/29/2022 4:00,89,188.5,2022-12-28:21,5,63,37.5,30,40,2022-12-28T21:00:00,1672261200
12/29/2022 3:00,95,192.6,2022-12-28:20,5,62.7,41.3,33,39,2022-12-28T20:00:00,1672257600
12/29/2022 2:00,89,196.7,2022-12-28:19,5,62.3,37.5,30,38,2022-12-28T19:00:00,1672254000
12/29/2022 1:00,91,200.8,2022-12-28:18,5,62,38.8,31,37,2022-12-28T18:00:00,1672250400
12/29/2022 0:00,56,206.6,2022-12-28:17,5.3,61,18.8,15,35.7,2022-12-28T17:00:00,1672246800
12/28/2022 23:00,56,212.4,2022-12-28:16,5.7,60,18.8,15,34.3,2022-12-28T16:00:00,1672243200
12/28/2022 22:00,80,218.3,2022-12-28:15,6,59,32.5,26,33,2022-12-28T15:00:00,1672239600
12/28/2022 21:00,61,234.4,2022-12-28:14,7.7,58.3,21.3,17,37.7,2022-12-28T14:00:00,1672236000
12/28/2022 20:00,52,250.6,2022-12-28:13,9.3,57.7,16.3,13,42.3,2022-12-28T13:00:00,1672232400
12/28/2022 19:00,69,266.7,2022-12-28:12,11,57,26.3,21,47,2022-12-28T12:00:00,1672228800
12/28/2022 18:00,74,290.8,2022-12-28:11,18.3,52,28.8,23,70.3,2022-12-28T11:00:00,1672225200
12/28/2022 17:00,62,314.9,2022-12-28:10,25.7,47,22.1,17.67,93.7,2022-12-28T10:00:00,1672221600
12/28/2022 16:00,59,339.1,2022-12-28:09,33,42,20,16,117,2022-12-28T09:00:00,1672218000
12/28/2022 15:00,65,329.5,2022-12-28:08,31.7,41.7,23.8,19,113,2022-12-28T08:00:00,1672214400
12/28/2022 14:00,134,320,2022-12-28:07,30.3,41.3,60,48,109,2022-12-28T07:00:00,1672210800
12/28/2022 13:00,192,310.5,2022-12-28:06,29,41,108.8,87,105,2022-12-28T06:00:00,1672207200
12/28/2022 12:00,199,286.4,2022-12-28:05,22,45.7,115,92,95.3,2022-12-28T05:00:00,1672203600
12/28/2022 11:00,192,262.2,2022-12-28:04,15,50.3,108.8,87,85.7,2022-12-28T04:00:00,1672200000
12/28/2022 10:00,176,238.1,2022-12-28:03,8,55,93.8,75,76,2022-12-28T03:00:00,1672196400
12/28/2022 9:00,150,223.7,2022-12-28:02,7.3,62,67.5,54,78.3,2022-12-28T02:00:00,1672192800
12/28/2022 8:00,176,209.3,2022-12-28:01,6.7,69,93.8,75,80.7,2022-12-28T01:00:00,1672189200
12/28/2022 7:00,153,194.9,2022-12-28:00,6,76,68.8,55,83,2022-12-28T00:00:00,1672185600
12/28/2022 6:00,180,524,2022-12-27:23,14.5,71.9,97.5,78,62.9,2022-12-27T23:00:00,1672182000
12/28/2022 5:00,150,853.2,2022-12-27:22,23,67.8,67.5,54,42.7,2022-12-27T22:00:00,1672178400
12/28/2022 4:00,121,1182.3,2022-12-27:21,31.4,63.7,53.8,43,22.6,2022-12-27T21:00:00,1672174800
12/28/2022 3:00,118,1182,2022-12-27:20,32,62.5,52.5,42,21.4,2022-12-27T20:00:00,1672171200
12/28/2022 2:00,129,1181.7,2022-12-27:19,32.5,61.4,57.5,46,20.2,2022-12-27T19:00:00,1672167600
12/28/2022 1:00,145,1181.5,2022-12-27:18,33.1,60.2,65,52,19,2022-12-27T18:00:00,1672164000
12/28/2022 0:00,131,1081,2022-12-27:17,31.1,68.3,58.8,47,22.3,2022-12-27T17:00:00,1672160400
12/27/2022 23:00,123,980.6,2022-12-27:16,29.1,76.5,55,44,25.6,2022-12-27T16:00:00,1672156800
12/27/2022 22:00,142,880.1,2022-12-27:15,27.1,84.6,63.8,51,28.9,2022-12-27T15:00:00,1672153200
12/27/2022 21:00,131,786.4,2022-12-27:14,24.9,87.4,58.8,47,28.3,2022-12-27T14:00:00,1672149600
12/27/2022 20:00,148,692.7,2022-12-27:13,22.6,90.2,66.3,53,27.6,2022-12-27T13:00:00,1672146000
12/27/2022 19:00,156,599,2022-12-27:12,20.4,93,75,60,27,2022-12-27T12:00:00,1672142400
12/27/2022 18:00,142,538.8,2022-12-27:11,17.6,96.6,63.8,51,23,2022-12-27T11:00:00,1672138800
12/27/2022 17:00,112,478.7,2022-12-27:10,14.8,100.1,50,40,18.9,2022-12-27T10:00:00,1672135200
12/27/2022 16:00,87,418.5,2022-12-27:09,11.9,103.7,36.3,29,14.9,2022-12-27T09:00:00,1672131600
12/27/2022 15:00,100,419.1,2022-12-27:08,11.8,105.9,43.8,35,14.2,2022-12-27T08:00:00,1672128000
12/27/2022 14:00,98,419.6,2022-12-27:07,11.6,108.1,42.5,34,13.5,2022-12-27T07:00:00,1672124400
12/27/2022 13:00,121,420.1,2022-12-27:06,11.4,110.3,53.8,43,12.9,2022-12-27T06:00:00,1672120800
12/27/2022 12:00,121,564.3,2022-12-27:05,19.6,90.9,53.8,43,16.9,2022-12-27T05:00:00,1672117200
12/27/2022 11:00,115,708.5,2022-12-27:04,27.9,71.5,51.3,41,21,2022-12-27T04:00:00,1672113600
12/27/2022 10:00,145,852.7,2022-12-27:03,36.1,52.1,65,52,25.1,2022-12-27T03:00:00,1672110000
12/27/2022 9:00,156,907.2,2022-12-27:02,37.9,46.3,75,60,24.2,2022-12-27T02:00:00,1672106400
12/27/2022 8:00,167,961.8,2022-12-27:01,39.8,40.4,85,68,23.3,2022-12-27T01:00:00,1672102800
12/27/2022 7:00,150,1016.3,2022-12-27:00,41.6,34.5,67.5,54,22.4,2022-12-27T00:00:00,1672099200
12/27/2022 6:00,153,1038.2,2022-12-26:23,39.6,35.6,72.5,58,20.8,2022-12-26T23:00:00,1672095600
12/27/2022 5:00,189,1060.1,2022-12-26:22,37.7,36.7,106.3,85,19.1,2022-12-26T22:00:00,1672092000
12/27/2022 4:00,168,1082,2022-12-26:21,35.8,37.8,86.3,69,17.5,2022-12-26T21:00:00,1672088400
12/27/2022 3:00,229,1051.5,2022-12-26:20,34.2,42.4,143.8,115,16.8,2022-12-26T20:00:00,1672084800
12/27/2022 2:00,217,1021,2022-12-26:19,32.7,47,132.5,106,16.1,2022-12-26T19:00:00,1672081200
12/27/2022 1:00,216,990.5,2022-12-26:18,31.1,51.6,131.3,105,15.4,2022-12-26T18:00:00,1672077600
12/27/2022 0:00,236,907.5,2022-12-26:17,29,58.8,150,120,16.2,2022-12-26T17:00:00,1672074000
12/26/2022 23:00,256,824.5,2022-12-26:16,26.8,66,168.8,135,16.9,2022-12-26T16:00:00,1672070400
12/26/2022 22:00,153,741.4,2022-12-26:15,24.7,73.3,191.3,153,17.7,2022-12-26T15:00:00,1672066800
12/26/2022 21:00,270,712.3,2022-12-26:14,25.2,72.1,182.5,146,18.2,2022-12-26T14:00:00,1672063200
12/26/2022 20:00,167,683.1,2022-12-26:13,25.6,70.9,208.8,167,18.8,2022-12-26T13:00:00,1672059600
12/26/2022 19:00,272,653.9,2022-12-26:12,26.1,69.7,183.8,147,19.3,2022-12-26T12:00:00,1672056000
12/26/2022 18:00,244,717.7,2022-12-26:11,30.9,66.5,157.5,126,22.8,2022-12-26T11:00:00,1672052400
12/26/2022 17:00,221,781.4,2022-12-26:10,35.7,63.3,136.3,109,26.2,2022-12-26T10:00:00,1672048800
12/26/2022 16:00,200,845.2,2022-12-26:09,40.5,60.2,116.3,93,29.7,2022-12-26T09:00:00,1672045200
12/26/2022 15:00,216,896.6,2022-12-26:08,42.5,58,131.3,105,33.6,2022-12-26T08:00:00,1672041600
12/26/2022 14:00,219,948.1,2022-12-26:07,44.6,55.9,133.8,107,37.6,2022-12-26T07:00:00,1672038000
12/26/2022 13:00,221,999.5,2022-12-26:06,46.7,53.8,136.3,109,41.6,2022-12-26T06:00:00,1672034400
12/26/2022 12:00,231,1378.2,2022-12-26:05,47.7,40.3,145,116,36.5,2022-12-26T05:00:00,1672030800
12/26/2022 11:00,253,1756.8,2022-12-26:04,48.7,26.8,166.3,133,31.5,2022-12-26T04:00:00,1672027200
12/26/2022 10:00,249,2135.4,2022-12-26:03,49.6,13.3,162.5,130,26.4,2022-12-26T03:00:00,1672023600
12/26/2022 9:00,183,2059.4,2022-12-26:02,44.8,12.1,100,80,21.8,2022-12-26T02:00:00,1672020000
12/26/2022 8:00,232,1983.5,2022-12-26:01,40,10.9,146.3,117,17.1,2022-12-26T01:00:00,1672016400
12/26/2022 7:00,248,1907.5,2022-12-26:00,35.2,9.6,161.3,129,12.5,2022-12-26T00:00:00,1672012800
12/26/2022 6:00,191,1749.8,2022-12-25:23,35.2,11,107.5,86,11.4,2022-12-25T23:00:00,1672009200
12/26/2022 5:00,181,1592.1,2022-12-25:22,35.1,12.3,98.8,79,10.2,2022-12-25T22:00:00,1672005600
12/26/2022 4:00,160,1434.3,2022-12-25:21,35,13.7,78.8,63,9.1,2022-12-25T21:00:00,1672002000
12/26/2022 3:00,145,1321,2022-12-25:20,34.5,19.6,65,52,9.3,2022-12-25T20:00:00,1671998400
12/26/2022 2:00,153,1207.6,2022-12-25:19,34.1,25.4,68.8,55,9.5,2022-12-25T19:00:00,1671994800
12/26/2022 1:00,145,1094.2,2022-12-25:18,33.7,31.3,65,52,9.6,2022-12-25T18:00:00,1671991200
12/26/2022 0:00,148,1005.4,2022-12-25:17,31.7,39.1,66.3,53,11.6,2022-12-25T17:00:00,1671987600
12/25/2022 23:00,151,916.6,2022-12-25:16,29.7,46.9,70,56,13.5,2022-12-25T16:00:00,1671984000
12/25/2022 22:00,139,827.8,2022-12-25:15,27.7,54.7,62.5,50,15.4,2022-12-25T15:00:00,1671980400
12/25/2022 21:00,153,751.2,2022-12-25:14,25.1,64.8,68.8,55,17.3,2022-12-25T14:00:00,1671976800
12/25/2022 20:00,131,674.5,2022-12-25:13,22.4,74.8,58.8,47,19.2,2022-12-25T13:00:00,1671973200
12/25/2022 19:00,134,597.9,2022-12-25:12,19.8,84.8,60,48,21.1,2022-12-25T12:00:00,1671969600
12/25/2022 18:00,115,558.3,2022-12-25:11,15.9,102.4,51.3,41,20.3,2022-12-25T11:00:00,1671966000
12/25/2022 17:00,110,518.7,2022-12-25:10,12,119.9,48.8,39,19.5,2022-12-25T10:00:00,1671962400
12/25/2022 16:00,110,479.1,2022-12-25:09,8,137.4,48.8,39,18.7,2022-12-25T09:00:00,1671958800
12/25/2022 15:00,104,503.9,2022-12-25:08,8.3,140,46.3,37,19.2,2022-12-25T08:00:00,1671955200
12/25/2022 14:00,126,528.7,2022-12-25:07,8.6,142.6,56.3,45,19.7,2022-12-25T07:00:00,1671951600
12/25/2022 13:00,115,553.5,2022-12-25:06,8.9,145.2,51.3,41,20.2,2022-12-25T06:00:00,1671948000
12/25/2022 12:00,107,1369.6,2022-12-25:05,19.9,108.7,47.5,38,19.9,2022-12-25T05:00:00,1671944400
12/25/2022 11:00,157,2185.8,2022-12-25:04,30.9,72.1,76.3,61,19.6,2022-12-25T04:00:00,1671940800
12/25/2022 10:00,213,3002,2022-12-25:03,41.9,35.6,128.8,103,19.3,2022-12-25T03:00:00,1671937200
12/25/2022 9:00,269,2741.6,2022-12-25:02,38.5,30.1,181.3,145,18.6,2022-12-25T02:00:00,1671933600
12/25/2022 8:00,183,2481.2,2022-12-25:01,35.2,24.5,228.8,183,18,2022-12-25T01:00:00,1671930000
12/25/2022 7:00,194,2220.8,2022-12-25:00,31.8,19,242.5,194,17.4,2022-12-25T00:00:00,1671926400
12/25/2022 6:00,220,2025.7,2022-12-24:23,31.6,19.9,275,220,15.9,2022-12-24T23:00:00,1671922800
12/25/2022 5:00,239,1830.6,2022-12-24:22,31.5,20.8,152.5,122,14.4,2022-12-24T22:00:00,1671919200
12/25/2022 4:00,171,1635.5,2022-12-24:21,31.3,21.8,88.8,71,13,2022-12-24T21:00:00,1671915600
12/25/2022 3:00,173,1555.5,2022-12-24:20,32.2,22.5,91.3,73,11.4,2022-12-24T20:00:00,1671912000
12/25/2022 2:00,164,1475.4,2022-12-24:19,33,23.2,82.5,66,9.8,2022-12-24T19:00:00,1671908400
12/25/2022 1:00,168,1395.3,2022-12-24:18,33.9,23.9,86.3,69,8.2,2022-12-24T18:00:00,1671904800
12/25/2022 0:00,171,1378.2,2022-12-24:17,35.3,32.8,88.8,71,10.7,2022-12-24T17:00:00,1671901200
12/24/2022 23:00,193,1361.1,2022-12-24:16,36.6,41.6,110,88,13.2,2022-12-24T16:00:00,1671897600
12/24/2022 22:00,193,1344,2022-12-24:15,38,50.4,110,88,15.7,2022-12-24T15:00:00,1671894000
12/24/2022 21:00,164,1316.8,2022-12-24:14,40,59.5,82.5,66,19.4,2022-12-24T14:00:00,1671890400
12/24/2022 20:00,188,1289.6,2022-12-24:13,42,68.6,105,84,23.2,2022-12-24T13:00:00,1671886800
12/24/2022 19:00,237,1262.4,2022-12-24:12,44,77.7,151.3,121,26.9,2022-12-24T12:00:00,1671883200
12/24/2022 18:00,192,1085,2022-12-24:11,35.3,105.7,108.8,87,27.6,2022-12-24T11:00:00,1671879600
12/24/2022 17:00,163,907.7,2022-12-24:10,26.6,133.7,81.3,65,28.2,2022-12-24T10:00:00,1671876000
12/24/2022 16:00,152,730.3,2022-12-24:09,17.8,161.7,71.3,57,28.9,2022-12-24T09:00:00,1671872400
12/24/2022 15:00,142,693.5,2022-12-24:08,16.3,158.7,63.8,51,28.1,2022-12-24T08:00:00,1671868800
12/24/2022 14:00,153,656.8,2022-12-24:07,14.7,155.7,72.5,58,27.4,2022-12-24T07:00:00,1671865200
12/24/2022 13:00,159,620,2022-12-24:06,13.1,152.7,77.5,62,26.6,2022-12-24T06:00:00,1671861600
12/24/2022 12:00,160,1351.9,2022-12-24:05,24.4,110.9,78.8,63,25.4,2022-12-24T05:00:00,1671858000
12/24/2022 11:00,181,2083.8,2022-12-24:04,35.7,69.1,98.8,79,24.2,2022-12-24T04:00:00,1671854400
12/24/2022 10:00,223,2815.7,2022-12-24:03,46.9,27.2,137.5,110,23,2022-12-24T03:00:00,1671850800
12/24/2022 9:00,201,2603.8,2022-12-24:02,46.9,21.2,117.5,94,20,2022-12-24T02:00:00,1671847200
12/24/2022 8:00,188,2391.9,2022-12-24:01,46.8,15.1,105,84,16.9,2022-12-24T01:00:00,1671843600
12/24/2022 7:00,180,2179.9,2022-12-24:00,46.7,9,97.5,78,13.9,2022-12-24T00:00:00,1671840000
12/24/2022 6:00,164,2187.6,2022-12-23:23,47.1,12.1,82.5,66,14.3,2022-12-23T23:00:00,1671836400
12/24/2022 5:00,156,2195.2,2022-12-23:22,47.6,15.2,75,60,14.6,2022-12-23T22:00:00,1671832800
12/24/2022 4:00,160,2202.8,2022-12-23:21,48,18.2,78.8,63,15,2022-12-23T21:00:00,1671829200
12/24/2022 3:00,196,2101.4,2022-12-23:20,48.9,21.4,112.5,90,15.8,2022-12-23T20:00:00,1671825600
12/24/2022 2:00,155,2000.1,2022-12-23:19,49.8,24.5,73.8,59,16.5,2022-12-23T19:00:00,1671822000
12/24/2022 1:00,173,1898.7,2022-12-23:18,50.7,27.7,91.3,73,17.3,2022-12-23T18:00:00,1671818400
12/24/2022 0:00,168,1702.9,2022-12-23:17,48.3,36.4,86.3,69,18.2,2022-12-23T17:00:00,1671814800
12/23/2022 23:00,155,1507,2022-12-23:16,45.8,45.1,73.8,59,19,2022-12-23T16:00:00,1671811200
12/23/2022 22:00,134,1311.2,2022-12-23:15,43.3,53.7,60,48,19.8,2022-12-23T15:00:00,1671807600
12/23/2022 21:00,118,1164.4,2022-12-23:14,39.6,68.1,52.5,42,24.4,2022-12-23T14:00:00,1671804000
12/23/2022 20:00,153,1017.5,2022-12-23:13,35.9,82.4,72.5,58,29,2022-12-23T13:00:00,1671800400
12/23/2022 19:00,131,870.7,2022-12-23:12,32.2,96.7,58.8,47,33.5,2022-12-23T12:00:00,1671796800
12/23/2022 18:00,145,840.1,2022-12-23:11,30,108.2,65,52,34,2022-12-23T11:00:00,1671793200
12/23/2022 17:00,118,809.4,2022-12-23:10,27.7,119.8,52.5,42,34.5,2022-12-23T10:00:00,1671789600
12/23/2022 16:00,110,778.7,2022-12-23:09,25.5,131.3,48.8,39,35,2022-12-23T09:00:00,1671786000
12/23/2022 15:00,118,781.9,2022-12-23:08,25.8,124.8,52.5,42,34.9,2022-12-23T08:00:00,1671782400
12/23/2022 14:00,121,785,2022-12-23:07,26.2,118.2,53.8,43,34.8,2022-12-23T07:00:00,1671778800
12/23/2022 13:00,118,788.2,2022-12-23:06,26.6,111.6,52.5,42,34.8,2022-12-23T06:00:00,1671775200
12/23/2022 12:00,107,1512.6,2022-12-23:05,38,78.9,47.5,38,34.3,2022-12-23T05:00:00,1671771600
12/23/2022 11:00,173,2237.1,2022-12-23:04,49.3,46.2,91.3,73,33.8,2022-12-23T04:00:00,1671768000
12/23/2022 10:00,184,2961.5,2022-12-23:03,60.7,13.5,101.3,81,33.3,2022-12-23T03:00:00,1671764400
12/23/2022 9:00,273,2171,2022-12-23:02,57.1,10.7,185,148,58.9,2022-12-23T02:00:00,1671760800
12/23/2022 8:00,173,1380.5,2022-12-23:01,53.6,7.8,216.3,173,84.4,2022-12-23T01:00:00,1671757200
12/23/2022 7:00,220,590,2022-12-23:00,50,5,135,108,110,2022-12-23T00:00:00,1671753600
12/23/2022 6:00,220,640,2022-12-22:23,55,5.3,135,108,130,2022-12-22T23:00:00,1671750000
12/23/2022 5:00,216,690,2022-12-22:22,60,5.7,131.3,105,150,2022-12-22T22:00:00,1671746400
12/23/2022 4:00,161,740,2022-12-22:21,65,6,80,64,170,2022-12-22T21:00:00,1671742800
12/23/2022 3:00,159,747.6,2022-12-22:20,72,7.3,77.5,62,181,2022-12-22T20:00:00,1671739200
12/23/2022 2:00,159,755.2,2022-12-22:19,79,8.7,77.5,62,192,2022-12-22T19:00:00,1671735600
12/23/2022 1:00,173,762.8,2022-12-22:18,86,10,91.3,73,203,2022-12-22T18:00:00,1671732000
12/23/2022 0:00,145,786.3,2022-12-22:17,87,12.7,65,52,198.7,2022-12-22T17:00:00,1671728400
12/22/2022 23:00,151,809.8,2022-12-22:16,88,15.3,70,56,194.3,2022-12-22T16:00:00,1671724800
12/22/2022 22:00,181,833.4,2022-12-22:15,89,18,98.8,79,190,2022-12-22T15:00:00,1671721200
12/22/2022 21:00,216,809.3,2022-12-22:14,95.3,18.7,131.3,105,193.3,2022-12-22T14:00:00,1671717600
12/22/2022 20:00,261,785.1,2022-12-22:13,101.7,19.3,173.8,139,196.7,2022-12-22T13:00:00,1671714000
12/22/2022 19:00,270,761,2022-12-22:12,108,20,182.5,146,200,2022-12-22T12:00:00,1671710400
12/22/2022 18:00,211,564.5,2022-12-22:11,78.3,55,126.3,101,180.3,2022-12-22T11:00:00,1671706800
12/22/2022 17:00,179,368.1,2022-12-22:10,48.7,90,96.3,77,160.7,2022-12-22T10:00:00,1671703200
12/22/2022 16:00,168,171.6,2022-12-22:09,19,125,86.3,69,141,2022-12-22T09:00:00,1671699600
12/22/2022 15:00,172,163.8,2022-12-22:08,15.3,123.7,90,72,132.3,2022-12-22T08:00:00,1671696000
12/22/2022 14:00,176,156,2022-12-22:07,11.7,122.3,93.8,75,123.7,2022-12-22T07:00:00,1671692400
12/22/2022 13:00,176,148.2,2022-12-22:06,8,121,93.8,75,115,2022-12-22T06:00:00,1671688800
12/22/2022 12:00,184,172.4,2022-12-22:05,11,106.3,101.3,81,105.3,2022-12-22T05:00:00,1671685200
12/22/2022 11:00,211,196.5,2022-12-22:04,14,91.7,126.3,101,95.7,2022-12-22T04:00:00,1671681600
12/22/2022 10:00,239,220.6,2022-12-22:03,17,77,152.5,122,86,2022-12-22T03:00:00,1671678000
12/22/2022 9:00,266,276,2022-12-22:02,24,55,178.8,143,80.7,2022-12-22T02:00:00,1671674400
12/22/2022 8:00,274,331.5,2022-12-22:01,31,33,186.3,149,75.3,2022-12-22T01:00:00,1671670800
12/22/2022 7:00,173,386.9,2022-12-22:00,38,11,216.3,173,70,2022-12-22T00:00:00,1671667200
12/22/2022 6:00,173,396.3,2022-12-21:23,40.7,11,216.3,173,72.7,2022-12-21T23:00:00,1671663600
12/22/2022 5:00,169,405.6,2022-12-21:22,43.3,11,211.3,169,75.3,2022-12-21T22:00:00,1671660000
12/22/2022 4:00,215,414.9,2022-12-21:21,46,11,130,104,78,2022-12-21T21:00:00,1671656400
12/22/2022 3:00,268,517.8,2022-12-21:20,49,10.7,180,144,89.3,2022-12-21T20:00:00,1671652800
12/22/2022 2:00,213,620.8,2022-12-21:19,52,10.3,128.8,103,100.7,2022-12-21T19:00:00,1671649200
12/22/2022 1:00,209,723.7,2022-12-21:18,55,10,125,100,112,2022-12-21T18:00:00,1671645600
12/22/2022 0:00,262,796,2022-12-21:17,60.3,12,175,140,118.3,2022-12-21T17:00:00,1671642000
12/21/2022 23:00,178,868.4,2022-12-21:16,65.7,14,222.5,178,124.7,2022-12-21T16:00:00,1671638400
12/21/2022 22:00,157,940.8,2022-12-21:15,71,16,196.3,157,131,2022-12-21T15:00:00,1671634800
12/21/2022 21:00,252,859.1,2022-12-21:14,78.3,17.7,165,132,126.7,2022-12-21T14:00:00,1671631200
12/21/2022 20:00,236,777.4,2022-12-21:13,85.7,19.3,150,120,122.3,2022-12-21T13:00:00,1671627600
12/21/2022 19:00,225,695.7,2022-12-21:12,93,21,140,112,118,2022-12-21T12:00:00,1671624000
12/21/2022 18:00,201,534.6,2022-12-21:11,66.7,55,117.5,94,106.3,2022-12-21T11:00:00,1671620400
12/21/2022 17:00,187,373.5,2022-12-21:10,40.3,89,103.8,83,94.7,2022-12-21T10:00:00,1671616800
12/21/2022 16:00,185,212.4,2022-12-21:09,14,123,102.5,82,83,2022-12-21T09:00:00,1671613200
12/21/2022 15:00,180,205,2022-12-21:08,11.3,121.3,97.5,78,81.7,2022-12-21T08:00:00,1671609600
12/21/2022 14:00,189,197.6,2022-12-21:07,8.7,119.7,106.3,85,80.3,2022-12-21T07:00:00,1671606000
12/21/2022 13:00,163,190.3,2022-12-21:06,6,118,81.3,65,79,2022-12-21T06:00:00,1671602400
12/21/2022 12:00,156,184.2,2022-12-21:05,6.3,104,75,60,80,2022-12-21T05:00:00,1671598800
12/21/2022 11:00,151,178.2,2022-12-21:04,6.7,90,70,56,81,2022-12-21T04:00:00,1671595200
12/21/2022 10:00,157,172.2,2022-12-21:03,7,76,76.3,61,82,2022-12-21T03:00:00,1671591600
12/21/2022 9:00,157,169,2022-12-21:02,10.3,66.3,76.3,61,84,2022-12-21T02:00:00,1671588000
12/21/2022 8:00,165,165.9,2022-12-21:01,13.7,56.7,83.8,67,86,2022-12-21T01:00:00,1671584400
12/21/2022 7:00,165,162.8,2022-12-21:00,17,47,83.8,67,88,2022-12-21T00:00:00,1671580800
