timestamp_local,aqi,co,datetime,no2,o3,pm10,pm25,so2,timestamp_utc,ts
9/19/2022 18:00,150,350.4,2022-09-19:11,77.7,86,67.5,54,117.7,2022-09-19T11:00:00,1663585200
9/19/2022 17:00,124,244.9,2022-09-19:10,46.3,131,59.9,44.33,97.3,2022-09-19T10:00:00,1663581600
9/19/2022 16:00,105,139.5,2022-09-19:09,15,176,53,37,77,2022-09-19T09:00:00,1663578000
9/19/2022 15:00,112,135.8,2022-09-19:08,13,174.3,54.1,39.67,72.7,2022-09-19T08:00:00,1663574400
9/19/2022 14:00,115,132.1,2022-09-19:07,11,172.7,51.3,41,68.3,2022-09-19T07:00:00,1663570800
9/19/2022 13:00,126,128.4,2022-09-19:06,9,171,56.3,45,64,2022-09-19T06:00:00,1663567200
9/19/2022 12:00,159,131.7,2022-09-19:05,10.3,146.7,77.5,62,66.3,2022-09-19T05:00:00,1663563600
9/19/2022 11:00,155,135,2022-09-19:04,11.7,122.3,73.8,59,68.7,2022-09-19T04:00:00,1663560000
9/19/2022 10:00,87,138.3,2022-09-19:03,13,98,41,29,71,2022-09-19T03:00:00,1663556400
9/19/2022 9:00,99,171.2,2022-09-19:02,20.7,71.3,49.7,34.67,70.3,2022-09-19T02:00:00,1663552800
9/19/2022 8:00,113,204.1,2022-09-19:01,28.3,44.7,58.3,40.33,69.7,2022-09-19T01:00:00,1663549200
9/19/2022 7:00,129,236.9,2022-09-19:00,36,18,67,46,69,2022-09-19T00:00:00,1663545600
9/19/2022 6:00,93,222.7,2022-09-18:23,36.7,13.3,40,32,78,2022-09-18T23:00:00,1663542000
9/19/2022 5:00,72,208.5,2022-09-18:22,37.3,8.7,27.5,22,87,2022-09-18T22:00:00,1663538400
9/19/2022 4:00,59,194.3,2022-09-18:21,38,4,20,16,96,2022-09-18T21:00:00,1663534800
9/19/2022 3:00,56,194.9,2022-09-18:20,38,7.7,18.8,15,103,2022-09-18T20:00:00,1663531200
9/19/2022 2:00,65,195.5,2022-09-18:19,38,11.3,23.8,19,110,2022-09-18T19:00:00,1663527600
9/19/2022 1:00,78,196.1,2022-09-18:18,38,15,31.3,25,117,2022-09-18T18:00:00,1663524000
9/19/2022 0:00,65,195.1,2022-09-18:17,35.7,24,23.8,19,118.7,2022-09-18T17:00:00,1663520400
9/18/2022 23:00,65,194.1,2022-09-18:16,33.3,33,23.8,19,120.3,2022-09-18T16:00:00,1663516800
9/18/2022 22:00,67,193.2,2022-09-18:15,31,42,25,20,122,2022-09-18T15:00:00,1663513200
9/18/2022 21:00,148,201.7,2022-09-18:14,32.7,58,66.3,53,135,2022-09-18T14:00:00,1663509600
9/18/2022 20:00,168,210.3,2022-09-18:13,34.3,74,86.3,69,148,2022-09-18T13:00:00,1663506000
9/18/2022 19:00,176,218.9,2022-09-18:12,36,90,93.8,75,161,2022-09-18T12:00:00,1663502400
9/18/2022 18:00,157,208,2022-09-18:11,31,121.7,76.3,61,152,2022-09-18T11:00:00,1663498800
9/18/2022 17:00,118,197.1,2022-09-18:10,26,153.3,52.5,42,143,2022-09-18T10:00:00,1663495200
9/18/2022 16:00,115,186.2,2022-09-18:09,21,185,51.3,41,134,2022-09-18T09:00:00,1663491600
9/18/2022 15:00,106,178.8,2022-09-18:08,19,181.3,30,24,123.3,2022-09-18T08:00:00,1663488000
9/18/2022 14:00,105,171.4,2022-09-18:07,17,177.7,35,28,112.7,2022-09-18T07:00:00,1663484400
9/18/2022 13:00,152,164,2022-09-18:06,15,174,71.3,57,102,2022-09-18T06:00:00,1663480800
9/18/2022 12:00,172,150.6,2022-09-18:05,11.7,155.7,90,72,88,2022-09-18T05:00:00,1663477200
9/18/2022 11:00,196,137.1,2022-09-18:04,8.3,137.3,112.5,90,74,2022-09-18T04:00:00,1663473600
9/18/2022 10:00,215,123.7,2022-09-18:03,5,119,130,104,60,2022-09-18T03:00:00,1663470000
9/18/2022 9:00,225,153.5,2022-09-18:02,10.3,88.3,140,112,61,2022-09-18T02:00:00,1663466400
9/18/2022 8:00,241,183.3,2022-09-18:01,15.7,57.7,155,124,62,2022-09-18T01:00:00,1663462800
9/18/2022 7:00,154,213,2022-09-18:00,21,27,192.5,154,63,2022-09-18T00:00:00,1663459200
9/18/2022 6:00,248,202.1,2022-09-17:23,22.3,25.7,161.3,129,66.3,2022-09-17T23:00:00,1663455600
9/18/2022 5:00,168,191.2,2022-09-17:22,23.7,24.3,86.3,69,69.7,2022-09-17T22:00:00,1663452000
9/18/2022 4:00,115,180.3,2022-09-17:21,25,23,51.3,41,73,2022-09-17T21:00:00,1663448400
9/18/2022 3:00,69,187.1,2022-09-17:20,27.3,23.3,26.3,21,84.3,2022-09-17T20:00:00,1663444800
9/18/2022 2:00,95,193.9,2022-09-17:19,29.7,23.7,41.3,33,95.7,2022-09-17T19:00:00,1663441200
9/18/2022 1:00,100,200.8,2022-09-17:18,32,24,43.8,35,107,2022-09-17T18:00:00,1663437600
9/18/2022 0:00,102,205.2,2022-09-17:17,34,29,45,36,120.3,2022-09-17T17:00:00,1663434000
9/17/2022 23:00,131,209.7,2022-09-17:16,36,34,58.8,47,133.7,2022-09-17T16:00:00,1663430400
9/17/2022 22:00,129,214.2,2022-09-17:15,38,39,57.5,46,147,2022-09-17T15:00:00,1663426800
9/17/2022 21:00,126,216.1,2022-09-17:14,39.3,44.3,56.3,45,146,2022-09-17T14:00:00,1663423200
9/17/2022 20:00,142,218.1,2022-09-17:13,40.7,49.7,63.8,51,145,2022-09-17T13:00:00,1663419600
9/17/2022 19:00,150,220,2022-09-17:12,42,55,67.5,54,144,2022-09-17T12:00:00,1663416000
9/17/2022 18:00,87,203.5,2022-09-17:11,37.7,67.3,36.3,29,132.7,2022-09-17T11:00:00,1663412400
9/17/2022 17:00,87,186.9,2022-09-17:10,33.3,79.7,36.3,29,121.3,2022-09-17T10:00:00,1663408800
9/17/2022 16:00,93,170.4,2022-09-17:09,29,92,40,32,110,2022-09-17T09:00:00,1663405200
9/17/2022 15:00,69,160.9,2022-09-17:08,26.7,84.7,26.3,21,103,2022-09-17T08:00:00,1663401600
9/17/2022 14:00,87,151.3,2022-09-17:07,24.3,77.3,36.3,29,96,2022-09-17T07:00:00,1663398000
9/17/2022 13:00,95,141.8,2022-09-17:06,22,70,41.3,33,89,2022-09-17T06:00:00,1663394400
9/17/2022 12:00,98,121.2,2022-09-17:05,17,69.3,42.5,34,68.3,2022-09-17T05:00:00,1663390800
9/17/2022 11:00,74,100.6,2022-09-17:04,12,68.7,28.8,23,47.7,2022-09-17T04:00:00,1663387200
9/17/2022 10:00,80,80,2022-09-17:03,7,68,32.5,26,27,2022-09-17T03:00:00,1663383600
9/17/2022 9:00,72,81.5,2022-09-17:02,7,63.3,27.5,22,23.3,2022-09-17T02:00:00,1663380000
9/17/2022 8:00,56,83.1,2022-09-17:01,7,58.7,18.8,15,19.7,2022-09-17T01:00:00,1663376400
9/17/2022 7:00,42,84.6,2022-09-17:00,7,54,12.5,10,16,2022-09-17T00:00:00,1663372800
9/17/2022 6:00,52,86,2022-09-16:23,8,51,16.3,13,16.7,2022-09-16T23:00:00,1663369200
9/17/2022 5:00,107,87.3,2022-09-16:22,9,48,47.5,38,17.3,2022-09-16T22:00:00,1663365600
9/17/2022 4:00,183,88.7,2022-09-16:21,10,45,100,80,18,2022-09-16T21:00:00,1663362000
9/17/2022 3:00,160,99.6,2022-09-16:20,13,41.7,78.8,63,25.3,2022-09-16T20:00:00,1663358400
9/17/2022 2:00,161,110.5,2022-09-16:19,16,38.3,80,64,32.7,2022-09-16T19:00:00,1663354800
9/17/2022 1:00,207,121.4,2022-09-16:18,19,35,122.5,98,40,2022-09-16T18:00:00,1663351200
9/17/2022 0:00,159,147.8,2022-09-16:17,25.3,33.3,77.5,62,57.7,2022-09-16T17:00:00,1663347600
9/16/2022 23:00,118,174.3,2022-09-16:16,31.7,31.7,52.5,42,75.3,2022-09-16T16:00:00,1663344000
9/16/2022 22:00,100,200.8,2022-09-16:15,38,30,43.8,35,93,2022-09-16T15:00:00,1663340400
9/16/2022 21:00,107,211.7,2022-09-16:14,43,32.3,47.5,38,106,2022-09-16T14:00:00,1663336800
9/16/2022 20:00,102,222.5,2022-09-16:13,48,34.7,45,36,119,2022-09-16T13:00:00,1663333200
9/16/2022 19:00,118,233.4,2022-09-16:12,53,37,52.5,42,132,2022-09-16T12:00:00,1663329600
9/16/2022 18:00,110,256.4,2022-09-16:11,56,38,48.8,39,153.7,2022-09-16T11:00:00,1663326000
9/16/2022 17:00,80,279.3,2022-09-16:10,59,39,32.5,26,175.3,2022-09-16T10:00:00,1663322400
9/16/2022 16:00,98,302.3,2022-09-16:09,62,40,42.5,34,197,2022-09-16T09:00:00,1663318800
9/16/2022 15:00,98,284.4,2022-09-16:08,58.7,41,42.5,34,184,2022-09-16T08:00:00,1663315200
9/16/2022 14:00,93,266.5,2022-09-16:07,55.3,42,40,32,171,2022-09-16T07:00:00,1663311600
9/16/2022 13:00,100,248.6,2022-09-16:06,52,43,43.8,35,158,2022-09-16T06:00:00,1663308000
9/16/2022 12:00,98,203.5,2022-09-16:05,38,53.7,42.5,34,119.3,2022-09-16T05:00:00,1663304400
9/16/2022 11:00,87,158.4,2022-09-16:04,24,64.3,36.3,29,80.7,2022-09-16T04:00:00,1663300800
9/16/2022 10:00,85,113.2,2022-09-16:03,10,75,35,28,42,2022-09-16T03:00:00,1663297200
9/16/2022 9:00,89,114,2022-09-16:02,10.7,60,37.5,30,38.7,2022-09-16T02:00:00,1663293600
9/16/2022 8:00,151,114.8,2022-09-16:01,11.3,45,70,56,35.3,2022-09-16T01:00:00,1663290000
9/16/2022 7:00,107,115.6,2022-09-16:00,12,30,47.5,38,32,2022-09-16T00:00:00,1663286400
9/16/2022 6:00,89,134.2,2022-09-15:23,14,35,37.5,30,36,2022-09-15T23:00:00,1663282800
9/16/2022 5:00,85,152.9,2022-09-15:22,16,40,35,28,40,2022-09-15T22:00:00,1663279200
9/16/2022 4:00,89,171.6,2022-09-15:21,18,45,37.5,30,44,2022-09-15T21:00:00,1663275600
9/16/2022 3:00,95,180.3,2022-09-15:20,20,44,41.3,33,49.7,2022-09-15T20:00:00,1663272000
9/16/2022 2:00,102,189.1,2022-09-15:19,22,43,45,36,55.3,2022-09-15T19:00:00,1663268400
9/16/2022 1:00,107,197.8,2022-09-15:18,24,42,47.5,38,61,2022-09-15T18:00:00,1663264800
9/16/2022 0:00,110,207.6,2022-09-15:17,25.3,47.3,48.8,39,73,2022-09-15T17:00:00,1663261200
9/15/2022 23:00,123,217.3,2022-09-15:16,26.7,52.7,55,44,85,2022-09-15T16:00:00,1663257600
9/15/2022 22:00,118,227,2022-09-15:15,28,58,52.5,42,97,2022-09-15T15:00:00,1663254000
9/15/2022 21:00,131,226,2022-09-15:14,29.3,66.7,58.8,47,101.3,2022-09-15T14:00:00,1663250400
9/15/2022 20:00,100,225.1,2022-09-15:13,30.7,75.3,43.8,35,105.7,2022-09-15T13:00:00,1663246800
9/15/2022 19:00,131,224.1,2022-09-15:12,32,84,58.8,47,110,2022-09-15T12:00:00,1663243200
9/15/2022 18:00,123,203.7,2022-09-15:11,26.7,104,55,44,103.3,2022-09-15T11:00:00,1663239600
9/15/2022 17:00,104,183.3,2022-09-15:10,21.3,124,46.3,37,96.7,2022-09-15T10:00:00,1663236000
9/15/2022 16:00,123,162.8,2022-09-15:09,16,144,55,44,90,2022-09-15T09:00:00,1663232400
9/15/2022 15:00,121,149.6,2022-09-15:08,12.7,145.3,53.8,43,78.7,2022-09-15T08:00:00,1663228800
9/15/2022 14:00,107,136.4,2022-09-15:07,9.3,146.7,47.5,38,67.3,2022-09-15T07:00:00,1663225200
9/15/2022 13:00,112,123.1,2022-09-15:06,6,148,50,40,56,2022-09-15T06:00:00,1663221600
9/15/2022 12:00,121,119.8,2022-09-15:05,5.3,136.3,53.8,43,53,2022-09-15T05:00:00,1663218000
9/15/2022 11:00,137,116.5,2022-09-15:04,4.7,124.7,61.3,49,50,2022-09-15T04:00:00,1663214400
9/15/2022 10:00,163,113.2,2022-09-15:03,4,113,81.3,65,47,2022-09-15T03:00:00,1663210800
9/15/2022 9:00,168,133.3,2022-09-15:02,9,84,86.3,69,56.7,2022-09-15T02:00:00,1663207200
9/15/2022 8:00,160,153.3,2022-09-15:01,14,55,78.8,63,66.3,2022-09-15T01:00:00,1663203600
9/15/2022 7:00,153,173.3,2022-09-15:00,19,26,68.8,55,76,2022-09-15T00:00:00,1663200000
9/15/2022 6:00,134,189.9,2022-09-14:23,23.3,23.3,60,48,83,2022-09-14T23:00:00,1663196400
9/15/2022 5:00,129,206.4,2022-09-14:22,27.7,20.7,57.5,46,90,2022-09-14T22:00:00,1663192800
9/15/2022 4:00,95,222.9,2022-09-14:21,32,18,41.3,33,97,2022-09-14T21:00:00,1663189200
9/15/2022 3:00,104,222.9,2022-09-14:20,31.3,25.3,46.3,37,102.3,2022-09-14T20:00:00,1663185600
9/15/2022 2:00,112,222.9,2022-09-14:19,30.7,32.7,50,40,107.7,2022-09-14T19:00:00,1663182000
9/15/2022 1:00,107,222.9,2022-09-14:18,30,40,47.5,38,113,2022-09-14T18:00:00,1663178400
9/15/2022 0:00,110,228.8,2022-09-14:17,29.3,53.3,48.8,39,122,2022-09-14T17:00:00,1663174800
9/14/2022 23:00,131,234.6,2022-09-14:16,28.7,66.7,58.8,47,131,2022-09-14T16:00:00,1663171200
9/14/2022 22:00,163,240.4,2022-09-14:15,28,80,81.3,65,140,2022-09-14T15:00:00,1663167600
9/14/2022 21:00,173,258.1,2022-09-14:14,30.7,98.3,91.3,73,154,2022-09-14T14:00:00,1663164000
9/14/2022 20:00,160,275.8,2022-09-14:13,33.3,116.7,78.8,63,168,2022-09-14T13:00:00,1663160400
9/14/2022 19:00,137,293.6,2022-09-14:12,36,135,61.3,49,182,2022-09-14T12:00:00,1663156800
9/14/2022 18:00,107,268.1,2022-09-14:11,30,171.3,47.5,38,163.3,2022-09-14T11:00:00,1663153200
9/14/2022 17:00,121,242.6,2022-09-14:10,24,207.7,53.8,43,144.7,2022-09-14T10:00:00,1663149600
9/14/2022 16:00,164,217.1,2022-09-14:09,18,244,82.5,66,126,2022-09-14T09:00:00,1663146000
9/14/2022 15:00,177,208,2022-09-14:08,16.7,234.7,95,76,118.3,2022-09-14T08:00:00,1663142400
9/14/2022 14:00,179,198.8,2022-09-14:07,15.3,225.3,96.3,77,110.7,2022-09-14T07:00:00,1663138800
9/14/2022 13:00,175,189.7,2022-09-14:06,14,216,92.5,74,103,2022-09-14T06:00:00,1663135200
9/14/2022 12:00,167,176.4,2022-09-14:05,11.3,197.3,85,68,93.7,2022-09-14T05:00:00,1663131600
9/14/2022 11:00,177,163.2,2022-09-14:04,8.7,178.7,95,76,84.3,2022-09-14T04:00:00,1663128000
9/14/2022 10:00,179,150,2022-09-14:03,6,160,96.3,77,75,2022-09-14T03:00:00,1663124400
9/14/2022 9:00,181,172,2022-09-14:02,11,121,98.8,79,65.3,2022-09-14T02:00:00,1663120800
9/14/2022 8:00,181,193.9,2022-09-14:01,16,82,98.8,79,55.7,2022-09-14T01:00:00,1663117200
9/14/2022 7:00,191,215.9,2022-09-14:00,21,43,107.5,86,46,2022-09-14T00:00:00,1663113600
9/14/2022 6:00,187,218.1,2022-09-13:23,19.3,51.3,103.8,83,49.7,2022-09-13T23:00:00,1663110000
9/14/2022 5:00,176,220.2,2022-09-13:22,17.7,59.7,93.8,75,53.3,2022-09-13T22:00:00,1663106400
9/14/2022 4:00,185,222.4,2022-09-13:21,16,68,102.5,82,57,2022-09-13T21:00:00,1663102800
9/14/2022 3:00,167,229.7,2022-09-13:20,17.7,73,85,68,65.7,2022-09-13T20:00:00,1663099200
9/14/2022 2:00,161,237.1,2022-09-13:19,19.3,78,80,64,74.3,2022-09-13T19:00:00,1663095600
9/14/2022 1:00,155,244.5,2022-09-13:18,21,83,73.8,59,83,2022-09-13T18:00:00,1663092000
9/14/2022 0:00,91,250.4,2022-09-13:17,23,92,38.8,31,104,2022-09-13T17:00:00,1663088400
9/13/2022 23:00,207,256.2,2022-09-13:16,25,101,122.5,98,125,2022-09-13T16:00:00,1663084800
9/13/2022 22:00,197,262,2022-09-13:15,27,110,113.8,91,146,2022-09-13T15:00:00,1663081200
9/13/2022 21:00,204,262,2022-09-13:14,28.7,127.3,120,96,154.3,2022-09-13T14:00:00,1663077600
9/13/2022 20:00,209,262,2022-09-13:13,30.3,144.7,125,100,162.7,2022-09-13T13:00:00,1663074000
9/13/2022 19:00,196,262,2022-09-13:12,32,162,112.5,90,171,2022-09-13T12:00:00,1663070400
9/13/2022 18:00,175,242.4,2022-09-13:11,27.7,177,92.5,74,152.3,2022-09-13T11:00:00,1663066800
9/13/2022 17:00,148,222.7,2022-09-13:10,23.3,192,66.3,53,133.7,2022-09-13T10:00:00,1663063200
9/13/2022 16:00,114,203.1,2022-09-13:09,19,207,48.8,39,115,2022-09-13T09:00:00,1663059600
9/13/2022 15:00,112,196.5,2022-09-13:08,18.3,193.3,50,40,110,2022-09-13T08:00:00,1663056000
9/13/2022 14:00,107,189.9,2022-09-13:07,17.7,179.7,47.5,38,105,2022-09-13T07:00:00,1663052400
9/13/2022 13:00,121,183.3,2022-09-13:06,17,166,53.8,43,100,2022-09-13T06:00:00,1663048800
9/13/2022 12:00,142,172,2022-09-13:05,13.7,151,63.8,51,90.3,2022-09-13T05:00:00,1663045200
9/13/2022 11:00,142,160.7,2022-09-13:04,10.3,136,63.8,51,80.7,2022-09-13T04:00:00,1663041600
9/13/2022 10:00,157,149.4,2022-09-13:03,7,121,76.3,61,71,2022-09-13T03:00:00,1663038000
9/13/2022 9:00,148,169.6,2022-09-13:02,10,96.7,66.3,53,65,2022-09-13T02:00:00,1663034400
9/13/2022 8:00,118,189.9,2022-09-13:01,13,72.3,52.5,42,59,2022-09-13T01:00:00,1663030800
9/13/2022 7:00,121,210.1,2022-09-13:00,16,48,53.8,43,53,2022-09-13T00:00:00,1663027200
9/13/2022 6:00,121,248,2022-09-12:23,26.3,41.3,53.8,43,56,2022-09-12T23:00:00,1663023600
9/13/2022 5:00,121,286,2022-09-12:22,36.7,34.7,53.8,43,59,2022-09-12T22:00:00,1663020000
9/13/2022 4:00,131,323.9,2022-09-12:21,47,28,58.8,47,62,2022-09-12T21:00:00,1663016400
9/13/2022 3:00,107,363.6,2022-09-12:20,61.7,21,47.5,38,70.7,2022-09-12T20:00:00,1663012800
9/13/2022 2:00,98,403.3,2022-09-12:19,76.3,14,42.5,34,79.3,2022-09-12T19:00:00,1663009200
9/13/2022 1:00,98,443,2022-09-12:18,91,7,42.5,34,88,2022-09-12T18:00:00,1663005600
9/13/2022 0:00,112,447,2022-09-12:17,96,8.3,50,40,89.3,2022-09-12T17:00:00,1663002000
9/12/2022 23:00,145,451.1,2022-09-12:16,101,9.7,65,52,90.7,2022-09-12T16:00:00,1662998400
9/12/2022 22:00,131,455.2,2022-09-12:15,106,11,58.8,47,92,2022-09-12T15:00:00,1662994800
9/12/2022 21:00,145,422.9,2022-09-12:14,108,14.7,65,52,85.3,2022-09-12T14:00:00,1662991200
9/12/2022 20:00,152,390.6,2022-09-12:13,110,18.3,71.3,57,78.7,2022-09-12T13:00:00,1662987600
9/12/2022 19:00,129,358.3,2022-09-12:12,112,22,57.5,46,72,2022-09-12T12:00:00,1662984000
9/12/2022 18:00,107,280.7,2022-09-12:11,79.7,63.3,47.5,38,63,2022-09-12T11:00:00,1662980400
9/12/2022 17:00,112,203.1,2022-09-12:10,47.3,104.7,50,40,54,2022-09-12T10:00:00,1662976800
9/12/2022 16:00,102,125.5,2022-09-12:09,15,146,45,36,45,2022-09-12T09:00:00,1662973200
9/12/2022 15:00,93,123.9,2022-09-12:08,12,154.3,35,28,48.3,2022-09-12T08:00:00,1662969600
9/12/2022 14:00,101,122.4,2022-09-12:07,9,162.7,32.5,26,51.7,2022-09-12T07:00:00,1662966000
9/12/2022 13:00,103,120.8,2022-09-12:06,6,171,40,32,55,2022-09-12T06:00:00,1662962400
9/12/2022 12:00,89,120.8,2022-09-12:05,8.7,147.7,37.5,30,61,2022-09-12T05:00:00,1662958800
9/12/2022 11:00,98,120.8,2022-09-12:04,11.3,124.3,42.5,34,67,2022-09-12T04:00:00,1662955200
9/12/2022 10:00,95,120.8,2022-09-12:03,14,101,41.3,33,73,2022-09-12T03:00:00,1662951600
9/12/2022 9:00,102,162.6,2022-09-12:02,23.7,74,45,36,65,2022-09-12T02:00:00,1662948000
9/12/2022 8:00,93,204.5,2022-09-12:01,33.3,47,40,32,57,2022-09-12T01:00:00,1662944400
9/12/2022 7:00,121,246.3,2022-09-12:00,43,20,53.8,43,49,2022-09-12T00:00:00,1662940800
9/12/2022 6:00,112,209.1,2022-09-11:23,35,28.3,50,40,57.3,2022-09-11T23:00:00,1662937200
9/12/2022 5:00,95,172,2022-09-11:22,27,36.7,41.3,33,65.7,2022-09-11T22:00:00,1662933600
9/12/2022 4:00,93,134.8,2022-09-11:21,19,45,40,32,74,2022-09-11T21:00:00,1662930000
9/12/2022 3:00,72,133.1,2022-09-11:20,20,47.3,27.5,22,79,2022-09-11T20:00:00,1662926400
9/12/2022 2:00,93,131.3,2022-09-11:19,21,49.7,40,32,84,2022-09-11T19:00:00,1662922800
9/12/2022 1:00,91,129.6,2022-09-11:18,22,52,38.8,31,89,2022-09-11T18:00:00,1662919200
9/12/2022 0:00,82,145.5,2022-09-11:17,24.3,56.7,33.8,27,95.7,2022-09-11T17:00:00,1662915600
9/11/2022 23:00,102,161.5,2022-09-11:16,26.7,61.3,45,36,102.3,2022-09-11T16:00:00,1662912000
9/11/2022 22:00,87,177.4,2022-09-11:15,29,66,36.3,29,109,2022-09-11T15:00:00,1662908400
9/11/2022 21:00,129,194.7,2022-09-11:14,35.3,75.7,57.5,46,115,2022-09-11T14:00:00,1662904800
9/11/2022 20:00,155,212,2022-09-11:13,41.7,85.3,73.8,59,121,2022-09-11T13:00:00,1662901200
9/11/2022 19:00,110,229.4,2022-09-11:12,48,95,48.8,39,127,2022-09-11T12:00:00,1662897600
9/11/2022 18:00,93,205.2,2022-09-11:11,37,128.3,40,32,117.7,2022-09-11T11:00:00,1662894000
9/11/2022 17:00,100,181.1,2022-09-11:10,26,161.7,18.8,15,108.3,2022-09-11T10:00:00,1662890400
9/11/2022 16:00,110,157,2022-09-11:09,15,195,17.5,14,99,2022-09-11T09:00:00,1662886800
9/11/2022 15:00,106,150.4,2022-09-11:08,14.3,180.7,28.8,23,95.3,2022-09-11T08:00:00,1662883200
9/11/2022 14:00,102,143.8,2022-09-11:07,13.7,166.3,30,24,91.7,2022-09-11T07:00:00,1662879600
9/11/2022 13:00,115,137.1,2022-09-11:06,13,152,51.3,41,88,2022-09-11T06:00:00,1662876000
9/11/2022 12:00,139,121.6,2022-09-11:05,10.7,132,62.5,50,73.7,2022-09-11T05:00:00,1662872400
9/11/2022 11:00,89,106,2022-09-11:04,8.3,112,37.5,30,59.3,2022-09-11T04:00:00,1662868800
9/11/2022 10:00,93,90.5,2022-09-11:03,6,92,40,32,45,2022-09-11T03:00:00,1662865200
9/11/2022 9:00,100,86.8,2022-09-11:02,6.7,76,43.8,35,36.7,2022-09-11T02:00:00,1662861600
9/11/2022 8:00,93,83.1,2022-09-11:01,7.3,60,40,32,28.3,2022-09-11T01:00:00,1662858000
9/11/2022 7:00,80,79.4,2022-09-11:00,8,44,32.5,26,20,2022-09-11T00:00:00,1662854400
9/11/2022 6:00,82,91.8,2022-09-10:23,10,40.3,33.8,27,22.7,2022-09-10T23:00:00,1662850800
9/11/2022 5:00,87,104.3,2022-09-10:22,12,36.7,36.3,29,25.3,2022-09-10T22:00:00,1662847200
9/11/2022 4:00,91,116.7,2022-09-10:21,14,33,38.8,31,28,2022-09-10T21:00:00,1662843600
9/11/2022 3:00,87,129.6,2022-09-10:20,17,32.3,36.3,29,34,2022-09-10T20:00:00,1662840000
9/11/2022 2:00,112,142.4,2022-09-10:19,20,31.7,50,40,40,2022-09-10T19:00:00,1662836400
9/11/2022 1:00,104,155.2,2022-09-10:18,23,31,46.3,37,46,2022-09-10T18:00:00,1662832800
9/11/2022 0:00,112,168.5,2022-09-10:17,24.3,34,50,40,50.7,2022-09-10T17:00:00,1662829200
9/10/2022 23:00,153,181.7,2022-09-10:16,25.7,37,72.5,58,55.3,2022-09-10T16:00:00,1662825600
9/10/2022 22:00,161,194.9,2022-09-10:15,27,40,80,64,60,2022-09-10T15:00:00,1662822000
9/10/2022 21:00,153,196.9,2022-09-10:14,31.3,45.3,72.5,58,66,2022-09-10T14:00:00,1662818400
9/10/2022 20:00,131,198.8,2022-09-10:13,35.7,50.7,58.8,47,72,2022-09-10T13:00:00,1662814800
9/10/2022 19:00,253,200.8,2022-09-10:12,40,56,166.3,133,78,2022-09-10T12:00:00,1662811200
9/10/2022 18:00,95,184.8,2022-09-10:11,34.3,79,41.3,33,77.3,2022-09-10T11:00:00,1662807600
9/10/2022 17:00,85,168.9,2022-09-10:10,28.7,102,35,28,76.7,2022-09-10T10:00:00,1662804000
9/10/2022 16:00,100,152.9,2022-09-10:09,23,125,43.8,35,76,2022-09-10T09:00:00,1662800400
9/10/2022 15:00,129,140.3,2022-09-10:08,19.7,123.7,57.5,46,72,2022-09-10T08:00:00,1662796800
9/10/2022 14:00,145,127.6,2022-09-10:07,16.3,122.3,65,52,68,2022-09-10T07:00:00,1662793200
9/10/2022 13:00,139,115,2022-09-10:06,13,121,62.5,50,64,2022-09-10T06:00:00,1662789600
9/10/2022 12:00,134,106.4,2022-09-10:05,11.3,105.7,60,48,53.7,2022-09-10T05:00:00,1662786000
9/10/2022 11:00,139,97.9,2022-09-10:04,9.7,90.3,62.5,50,43.3,2022-09-10T04:00:00,1662782400
9/10/2022 10:00,150,89.3,2022-09-10:03,8,75,67.5,54,33,2022-09-10T03:00:00,1662778800
9/10/2022 9:00,123,110.1,2022-09-10:02,12.7,56.3,55,44,34.3,2022-09-10T02:00:00,1662775200
9/10/2022 8:00,93,130.9,2022-09-10:01,17.3,37.7,40,32,35.7,2022-09-10T01:00:00,1662771600
9/10/2022 7:00,82,151.7,2022-09-10:00,22,19,33.8,27,37,2022-09-10T00:00:00,1662768000
9/10/2022 6:00,91,145.7,2022-09-09:23,21.3,20,38.8,31,34.3,2022-09-09T23:00:00,1662764400
9/10/2022 5:00,98,139.7,2022-09-09:22,20.7,21,42.5,34,31.7,2022-09-09T22:00:00,1662760800
9/10/2022 4:00,107,133.6,2022-09-09:21,20,22,47.5,38,29,2022-09-09T21:00:00,1662757200
9/10/2022 3:00,100,152.3,2022-09-09:20,24,20.3,43.8,35,34.3,2022-09-09T20:00:00,1662753600
9/10/2022 2:00,110,171,2022-09-09:19,28,18.7,48.8,39,39.7,2022-09-09T19:00:00,1662750000
9/10/2022 1:00,121,189.7,2022-09-09:18,32,17,53.8,43,45,2022-09-09T18:00:00,1662746400
9/10/2022 0:00,110,188.5,2022-09-09:17,31.7,18,48.8,39,50.3,2022-09-09T17:00:00,1662742800
9/9/2022 23:00,139,187.3,2022-09-09:16,31.3,19,62.5,50,55.7,2022-09-09T16:00:00,1662739200
9/9/2022 22:00,121,186.2,2022-09-09:15,31,20,53.8,43,61,2022-09-09T15:00:00,1662735600
9/9/2022 21:00,123,199,2022-09-09:14,37,20,55,44,82,2022-09-09T14:00:00,1662732000
9/9/2022 20:00,151,211.8,2022-09-09:13,43,20,70,56,103,2022-09-09T13:00:00,1662728400
9/9/2022 19:00,142,224.7,2022-09-09:12,49,20,63.8,51,124,2022-09-09T12:00:00,1662724800
9/9/2022 18:00,91,216.7,2022-09-09:11,47,34.3,38.8,31,136,2022-09-09T11:00:00,1662721200
